"code","language"
"package main

// Original Python code transformed to Go
// class Solution:
    def isBalanced(self, root: Optional[TreeNode]) -> bool:
        
        if not root:
            return True
        
        def recur(node, level):
            if not node:
                return level-1
            left = recur(node.left, level+1)
            right = recur(node.right, level+1)
            if not left or not right:
                return 0
            if abs(left-right) > 1:
                return 0
            return max(left, right)
        
        level = recur(root, 1)
        
        if not level:
            return False
        return True
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def minDepth(self, root: Optional[TreeNode]) -> int:
        import queue
        if not root:
            return 0

        q = queue.Queue()
        q.put((1, root))
        while not q.empty():
            level, node = q.get()
            if not node.left and not node.right:
                return level
            
            if node.left:
                q.put((level+1, node.left))
                
            if node.right:
                q.put((level+1, node.right))
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def hasPathSum(self, root: Optional[TreeNode], targetSum: int) -> bool:
        f = False
        def util(root, c):
            nonlocal f
            if root:
                c += root.val
                util(root.left, c)
                util(root.right, c)
                if not root.left and not root.right and c == targetSum:
                    f= True
        util(root, 0)
        return f
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def solve(self, root, S , curr , res):
        if(not root):
            return
        curr.append(root.val)
        
        
        if(root.val == S and not root.left and not root.right):
            res.append(list(curr))
            #remeber that when append lisi of list convert into a list
        self.solve(root.left, S - root.val , curr , res)
        
        self.solve(root.right, S - root.val , curr , res)
        
        #del curr[-1]
        curr.pop()
        
        
        
    def pathSum(self, root: Optional[TreeNode], targetSum: int) -> List[List[int]]:
        res = []
        curr = []
        self.solve(root , targetSum , curr , res)
        return res
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def flatten(self, root: Optional[TreeNode]) -> None:
        """"""
        Do not return anything, modify root in-place instead.
        """"""
        if not root:
            return None
        
        # left is the last node of the left subtree.
        # and similarly right is the last node of the right subtree
        left = self.flatten(root.left)
        right = self.flatten(root.right)
        
        if left:
            # First, we join the last node of left subtree to first node in right subtree
            # Then we move the left subtree to the right of the node, and delete the left subtree pointer
            left.right = root.right
            root.right = root.left
            root.left = None
        
        # if theres a right subtree, we return its last node, failing which the last node of the left subtree,
		# and if none are present (i.e. its a leaf node), we return the node itself.
        return right or left or root
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def numDistinct(self, s: str, t: str) -> int:
        m, n = len(s), len(t)
        dp = [[0 for i in range(m + 1)] for i in range(n + 1)]
        
        for i in range(0, m + 1):
            dp[i][0] = 1
        for i in range(1,m + 1):
            for j in range(1,n + 1):
                dp[i][j] += dp[i - 1][j] + (dp[i - 1][j - 1] if s[i - 1] == t[j - 1] else 0)
        return dp[m][n]
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def connect(self, root: 'Node') -> 'Node':
        if root == None:
            return None
        q = collections.deque([root])
        while len(q) > 0:
            size = len(q)
            prev = None
            for _ in range(size):
                node = q.popleft()
                if prev:
                    prev.next = node
                if node.left:
                    q.append(node.left)
                if node.right:
                    q.append(node.right)
                prev = node
            prev.next = None
        return root
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution(object):
    def generate(self, numRows):
        """"""
        :type numRows: int
        :rtype: List[List[int]]
        """"""
        response = [[1]*i for i in range(1, numRows+1)]
        
        for i in range(2, numRows):
            for j in range(1,i):
                response[i][j] = response[i-1][j] + response[i-1][j-1]
                
        return response
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def getRow(self, rowIndex: int) -> List[int]:
        l=[[1]*(i+1) for i in range(rowIndex+1)]
        
        if(rowIndex==0):
            l[0]=[1]
        
        else:
            l[0]=[1]
            l[1]=[1,1]
        
            for i in range(2,len(l)):
                for j in range(0,len(l[i])):
                    if(j==0 or j==len(l[i])+1):
                        continue
                    else:
                        l[i][j]=sum(l[i-1][j-1:j+1])
        return l[-1]
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def minimumTotal(self, triangle: List[List[int]]) -> int:
        n = len(triangle)
        dp = [[-1] * n for x in range(n)]
        
        for j in range(n):
            dp[n-1][j] = triangle[n-1][j]
        i = n-2
        while(i>=0):
            j = i
            while(j>=0):
                down = triangle[i][j] + dp[i+1][j]
                dia = triangle[i][j] + dp[i+1][j+1]
                dp[i][j] = min(down,dia)
                j -= 1
            i -= 1
        return dp[0][0]
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        min_price, max_profit = math.inf, 0
        for p in prices:
            if p < min_price:
                min_price = p
            elif p-min_price > max_profit:
                max_profit = p-min_price
        return max_profit
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        
        @cache
        def trade(day_d):
            
            if day_d == 0:
                
                # Hold on day_#0 = buy stock at the price of day_#0
                # Not-hold on day_#0 = doing nothing on day_#0
                return -prices[day_d], 0
            
            prev_hold, prev_not_hold = trade(day_d-1)
            
            hold = max(prev_hold, prev_not_hold - prices[day_d] )
            not_hold = max(prev_not_hold, prev_hold + prices[day_d] )
            
            return hold, not_hold
        
        # --------------------------------------------------
        last_day= len(prices)-1
        
        # Max profit must come from not_hold state (i.e., no stock position) on last day
        return trade(last_day)[1]
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        @cache
        def dfs(i, hasBought, transactions):
            if (i >= len(prices) or transactions >= 2):
                return 0
            maxProfit = 0
            if (hasBought):
                maxProfit = prices[i] + dfs(i + 1, False, transactions + 1)
            else:
                maxProfit = -prices[i] + dfs(i + 1, True, transactions)     
            return max(maxProfit, dfs(i + 1, hasBought, transactions))
        return dfs(0, False, 0)
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def maxPathSum(self, root: TreeNode) -> int:
        return self.maxPathSumHelper(root)[2]

    def maxPathSumHelper(self, root: TreeNode):
        """"""
            (alo, connected, sum)
        """"""
        if root == None:
            return (False, False, 0)
        
        (l_alo, l_connected, l_subtree) = self.maxPathSumHelper(root.left)
        (r_alo, r_connected, r_subtree) = self.maxPathSumHelper(root.right)
        
        max_sum = max( \
            (root.val + l_subtree + r_subtree) if r_connected and l_connected else root.val, \
            (root.val + l_subtree) if l_connected else root.val, \
            (root.val + r_subtree) if r_connected else root.val, \
            root.val
         )
        
        
        if (l_alo and l_subtree > max_sum) or (r_alo and r_subtree > max_sum):
            if l_alo and not r_alo:
                return (True, False, l_subtree)
            elif not l_alo and r_alo:
                return (True, False, r_subtree)
            else:
                return (True, False, max(l_subtree, r_subtree))
        else:
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def isPalindrome(self, s: str) -> bool:
        Snew = """"
        for char in s:
            if char.isalnum():
                Snew += char.lower()
        return Snew == Snew[::-1]
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def findLadders(self, beginWord: str, endWord: str, wordList: List[str]) -> List[List[str]]:
        """"""
        cog
        + log
          + 
        + dog
        """"""
        def ppath(p):
            if d.get(p):
                path.append(p)
                if d[p][1]==-1:
                    print(path[::-1])
                    ans.append([v for v in path[::-1]])
                else:
                    for v in d:
                        if d[v][0]+1==d[p][0] and sum([1 for i in range(k) if v[i]!=p[i]])<=1:
                            ppath(v)
                path.pop(-1)
            pass
            
        n, k = len(wordList), len(wordList[0])
        
        # build tries
        tries = {}
        for i in range(n):
            for j in range(k):
                w = wordList[i][:j] + ""?"" + wordList[i][j+1:]
                tries[w] = tries.get(w, [])                
                tries[w].append(wordList[i])
            pass
        
        print(beginWord, endWord)
        print(""[build] tries: "", tries)
        
        # bfs (only closing node after 1-level)
        q = [beginWord]
        d = {q[0]: (0, -1)}
        flag = False
        while len(q)>0:
            u = q.pop(0)
            for j in range(k):
                w = u[:j] + ""?"" + u[j+1:]
                for v in tries.get(w, []): # for all v adjacent u
                    if not d.get(v):
                        d[v] = (d[u][0]+1, u)
                        q.append(v)
                    if v==endWord:
                        break
                if d.get(endWord):
                    break
            if d.get(endWord):
                    break
                        
        print(""\n[bfs] d: "", d)
        
        print(""\npath: "")
        
        path = []
        ans = []
        ppath(endWord)
        print(""="" * 20)
        return ans

print = lambda *a,**aa: ()
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def ladderLength(self, beginWord: 'str', endWord: 'str', wordList: 'List[str]') -> 'int':
        wordSet = set(wordList)
        if endWord not in wordSet:
            return 0
        wordDict = {1:[beginWord]}
        output = 1
        while True:
            words = wordDict[output] 
            wordDict[output + 1] = []
            for word in words:
                for i in range(len(word)):
                    for j in string.ascii_lowercase:
                        wordChange = word[:i] + j + word[i+1:]
                        if wordChange == endWord:
                            return output + 1
                        if wordChange in wordSet:
                            wordDict[output+1].append(wordChange)
                            wordSet.remove(wordChange)
            if wordDict[output+1] == []:
                break
            output += 1
        return 0
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def longestConsecutive(self, nums: List[int]) -> int:
        lengthLong=0
        prevMap = {}
        for i, n in enumerate(nums):
            prevMap[n]=i
        for i, n in enumerate(nums):
            count=1
            while n+1 in prevMap:
                count+=1
                n+=1
            lengthLong=max(lengthLong,count)
        return lengthLong
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
def sumNumbers(self, root: Optional[TreeNode]) -> int:
    
    def path(root,local):
        nonlocal res
        if root is None:
            return 
        if root.left is None and root.right is None:
            res.append(local*10+root.val)
            return
        
        path(root.left,local*10+root.val)
        path(root.right,local*10+root.val)
    
    res = []
    path(root,0)
    return sum(res)
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def solve(self, board: List[List[str]]) -> None:
        """"""
        Do not return anything, modify board in-place instead.
        """"""
        
        m = len(board)
        n = len(board[0])
        for i in range(m):
            for j in range(n):
                visited = set()
                if board[i][j]=='O':
                    bfs_arr = [(i,j)]
                    visited.add((i,j))
                    surrounded = True
                    while len(bfs_arr)>0:
                        curr = bfs_arr.pop()
                        if curr[0]==0 or curr[0]==m-1 or curr[1]==0 or curr[1]==n-1:
                            surrounded = False
                        
                        for shift in [(+1,0),(-1,0),(0,+1),(0,-1)]:
                            ind_i = curr[0]+shift[0]
                            ind_j = curr[1] + shift[1]                            
                            if ind_i>=0 and ind_i<m and ind_j>=0 and ind_j<n and board[ind_i][ind_j] == 'O' and (ind_i, ind_j) not in visited:
                                bfs_arr.append((ind_i,ind_j ))
                                visited.add((ind_i, ind_j))

                    for val in visited:
                        if surrounded:
                            board[val[0]][val[1]] = 'X'
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def partition(self, s: str) -> List[List[str]]:
        part = [[] for _ in range(len(s))]
        def sub_part(l, r):
            if 0 <= l <= r < len(s) and s[l]==s[r]:
                part[l].append(s[l:r+1])
                sub_part(l-1, r+1)
                
		# find all palindromes
        for i in range(len(s)):
            sub_part(i,i)
            sub_part(i-1,i)
			
        # generate output
		res=[]
		
        def dfs(i, tmp):
            if i >=len(s):
                res.append(tmp)
			else:
				for p in part[i]:
					dfs(i + len(p), tmp + [p])        
        
		dfs(0, [])
        return res
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def minCut(self, s: str) -> int:
        if len(s)<=1: return 0
        dp = []
        for x in range(-1,len(s)):
            dp.append(x)
        for i in range(len(s)):
            for j in range(i,len(s)):
                if s[i:j]==s[j:i:-1]:
                    dp[j+1]=min(dp[j+1],dp[i]+1)
        return dp[len(s)]
    
    def minCut1(self, s: str) -> int:
        if len(s)<=1: return 0
        self.memo=[None]*(len(s)+1)
        self.memo[0]=[[]]
        ps = self.partition(s)
        min_len=float(""inf"")
        for p in ps:
            min_len=min(min_len,len(p))
        return min_len - 1
    
    def partition(self,s):
        l = len(s)
        if self.memo[l]: return self.memo[l]
        result=[]
        for i in range(l-1,-1,-1):
            current=s[i:]
            if current==current[::-1]:
                prevs=self.partition(s[:i])
                for prev in prevs:
                    result+=[prev+[current]]
        self.memo[l]=result
        return result
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def cloneGraph(self, node: 'Node') -> 'Node':
        if not node:
            return None
        
        return clone(node, {})

def clone(node, dict):
    if node not in dict:
        dict[node] = Node(node.val, [])
        for n in node.neighbors:
            dict[node].neighbors.append(clone(n, dict))
    return dict[node]
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def canCompleteCircuit(self, gas: List[int], cost: List[int]) -> int:
        if sum(gas)<sum(cost): return -1
        n=len(gas)
        minn=float('inf')  #Variable to track the largest cumulative gas deficit
        debt=0 #Variable indicating the gas deficit at each station
        for i in range(n):
            debt+=gas[i]-cost[i]
            if debt<minn:
                minn=debt
                index=i
        return index+1 if index <n-1 else 0 #return the station right after the one with the largest cumulative deficit
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def candy(self, ratings: List[int]) -> int:
        '''
        1. According to solution 2, use two arrays initialized by n 1's where n is length of ratings array,
                - one to check whether ratings[i]<ratings[i+1] starting from the leftmost position, if so then in the array set the value of index (i+1) = 1 + the value of index i
                - other to check whether ratings[i+1]<ratings[i] starting from the rightmost position, if so then in the array set the value of index i = 1 + the value of index (i+1)
        2. If those two arrays are LeftToRight and RightToLeft respectively, then the result will be sum of all maximum(LeftToRight[i], RightToLeft[i]) for 0<=i<=n-1.
        '''
        
        res_1 = [1]*len(ratings)                                        #array for LeftToRight checking
        res_2 = [1]*len(ratings)                                        #array for RightToLeft checking
        res=0                                                           #initial value of minimum no. of candies
        
        #we can check whether ratings[0]<ratings[1] and ratings[n-1]<ratings[n-2] in the same iteration
        #in the following way we can change the values of index i of both LeftToRight array and RightToLeft array in single iteration
        for i in range(0,len(ratings)-1):
            if ratings[i+1]>ratings[i] and res_1[i+1]<=res_1[i]:               
                res_1[i+1]=res_1[i]+1
            if ratings[len(ratings)-1-i]<ratings[len(ratings)-1-i-1] and res_2[len(ratings)-1-i]>=res_2[len(ratings)-1-i]:
                res_2[len(ratings)-1-i-1]=res_2[len(ratings)-1-i]+1
            
        for i in range(0,len(ratings)):
            res+=max(res_1[i], res_2[i])                                        #getting the maximum of LeftToRight[i] and RightToLeft[i] and adding it to the minimum value
            
        return res
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def singleNumber(self, nums: List[int]) -> int:
            return [x for x in nums if nums.count(x)==1][0]
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def singleNumber(self, nums: List[int]) -> int:
        return (sum(set(nums))*3-sum(nums))//2
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def copyRandomList(self, head: 'Optional[Node]') -> 'Optional[Node]':
        def copyList(node):
            if not node:
                return node
            
            newNode = Node(node.val)
            newNodes[node] = newNode
            newNode.next = copyList(node.next)
            newNode.random = newNodes[node.random]
            
            return newNode
        
        newNodes = {None: None}
        return copyList(head)
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
"package main

// Original Python code transformed to Go
// class Solution:
    def wordBreak(self, s: str, wordDict: List[str]) -> bool:
        n = len(s)
        t = [0 for _ in range(n)]
        for i in range(n):
            for j in range(i+1):
                word = s[j:i+1]
                if word in wordDict:
                    t[i] += t[j-1] if j > 0 else 1
        return t[n-1]
func solution() {
    // Implementation in Go
    fmt.Println(""Hello, World!"")
}","go"
